text,intent,style
guru bheed ki wajah se 10m inute late honga,report_delay,augmented_spelling
boss tyre puncture ki wajah se 15 mnis late honga,report_delay,augmented_spelling
bawa accident ki vjh se ek ghanta late honga,report_delay,abbreviated
bawa petrol khatam ki vjh se 5 min late honga,report_delay,abbreviated
ek ghanta ltae pahunchunga traffic hai,report_delay,augmented_spelling
ek ghanta late pahunchunga traffic hai,report_delay,abbreviated
10 minute late pahunchunga petrol hkatam hai,report_delay,augmented_spelling
customer mil nahi rha,customer_unavailable,abbreviated
20 min late pahunchunga heed hai,report_delay,augmented_spelling
bhai accident ki wajah se ek ghanta late honga,report_delay,abbreviated
02 min late pahunchunga baarish hai,report_delay,augmented_spelling
yaar acciden ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
5 min late pahunchunga bheed h,report_delay,abbreviated
5 min late pahunchunga tyre puncture hai,report_delay,augmented_spelling
boss bheed ki wajah se 20 min late honga,report_delay,casual_hindi
bhai tyre punture ki wajah se ek ghanta late honga,report_delay,augmented_spelling
15 misn late pahunchunga tyre puncture hai,report_delay,augmented_spelling
boss baarish ki wajah se 10 imnute late honga,report_delay,augmented_spelling
ek ghanta late pahunchunga accident hai,report_delay,casual_hindi
bhaiya baarish ki wajah se aadh ghanta late honga,report_delay,casual_hindi
tyre puncture ki wajah se 20 min late honga,report_delay,casual_hindi
tyre puncture ki wajah se ek ghanta late honga,report_delay,casual_hindi
20 min late pahunchunga tyre puncture hai,report_delay,casual_hindi
aadh ghanta late pahunchunga traffic hai,report_delay,casual_hindi
customer mil nahi raha,customer_unavailable,casual_hindi
ustad tyre puncture ki wjh se 15 mins late honga,report_delay,abbreviated
bawa traffic ki wajah se 20 min late honga,report_delay,casual_hindi
bheed ke karan delay hoga,report_delay,abbreviated
20 min late pahunchunga petrol khatam h,report_delay,abbreviated
yaar baarish ki wajah se 10 minute late ohnga,report_delay,augmented_spelling
aadh ghanta late pahunchunga traffic h,report_delay,abbreviated
ek ghanta late pahunchunga tyre puncture hai,report_delay,augmented_spelling
ek ghanta late pahunchunga accident hai,report_delay,abbreviated
20 imn late pahunchunga baarish hai,report_delay,augmented_spelling
10 minute late pahunchunga traffic h,report_delay,abbreviated
aadh ghanta late pahunchunga accident hai,report_delay,augmented_spelling
aadh ghanta late pahunchunga traffic h,report_delay,abbreviated
yaar petrol khatam ki wajah se ek ghanta late honag,report_delay,augmented_spelling
15 mins late pahuchunga tyre puncture hai,report_delay,augmented_spelling
bheed ki wjh se ek ghanta late honga,report_delay,abbreviated
bh traffic ki wjh se aadh ghanta late honga,report_delay,abbreviated
15 mins late pahunchunga accident hai,report_delay,augmented_spelling
tyre puncture ki waja se ek ghanta late honga,report_delay,augmented_spelling
20 min late pahunchunga tyre puncture hai,report_delay,abbreviated
bhaiya tyre puncture ki wjh se ek ghanta late honga,report_delay,abbreviated
bhaiya petrol khatam ki wajah se 10 minute late honga,report_delay,abbreviated
20 min late pahunchunga traffic hai,report_delay,augmented_spelling
gps hang ho gaya,navigation_help,augmented_spelling
bhaiya baarish ki wajah se ek ghanta late honga,report_delay,augmented_spelling
bhi accident ki wajah se 20 min late honga,report_delay,abbreviated
late ho jauga aadh ghanta,report_delay,augmented_spelling
petrol khatam ke karan delay hoga,report_delay,augmented_spelling
10 minute late pahunchunga traffic h,report_delay,abbreviated
cutomer mil nahi raha,customer_unavailable,augmented_spelling
aadh ghanta late pahunchunga accient hai,report_delay,augmented_spelling
boss accident ki wajah se ek ghanta late honga,report_delay,casual_hindi
late ho junga 15 mins,report_delay,augmented_spelling
yaa rpetrol khatam ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
20 min late pahunchunga baarish hai,report_delay,casual_hindi
boss customer phone nahi utha raha,customer_unavailable,casual_hindi
bhaiya tyre puncture ki wjh se 10 minute late honga,report_delay,abbreviated
late ho jaung 5 min,report_delay,augmented_spelling
loation samajh nahi aa raha,navigation_help,augmented_spelling
aadh ghanta late pahunchunga traffic h,report_delay,abbreviated
customer mil nhi raha,customer_unavailable,abbreviated
10 minute late pahunchunga traffic hai,report_delay,augmented_spelling
petrol khatam ke karan delay hoga,report_delay,abbreviated
15 mins late pahunchunga tyre puncture h,report_delay,abbreviated
accident ki wajah se 15 mins late honga,report_delay,abbreviated
late ho jaunga aadh ghanta,report_delay,abbreviated
ek ghanta late pahunchunga baarish hai,report_delay,casual_hindi
ustad tyre pncture ki wajah se 10 minute late honga,report_delay,augmented_spelling
number not reachale hai,customer_unavailable,augmented_spelling
late ho jaunga  min,report_delay,augmented_spelling
trafic ki wajah se 15 mins late honga,report_delay,augmented_spelling
boss customer phone nahi uth raha,customer_unavailable,augmented_spelling
boss order cancel kar do,order_issue,abbreviated
accident ke karan dleay hoga,report_delay,augmented_spelling
10 minute late pahunchunga petrol khatam hai,report_delay,abbreviated
20 min late pahunchunga baarish hai,report_delay,augmented_spelling
bhaiya traffic ki wajah se 20 min late honga,report_delay,casual_hindi
mahoday grahak ka location bhejein,get_address,abbreviated
tyre pnucture ki wajah se 15 mins late honga,report_delay,augmented_spelling
number not reachable hai,customer_unavailable,casual_hindi
bhaiya traffic ki wajah se 20 min late honga,report_delay,augmented_spelling
20 min late pahunchunga tarffic hai,report_delay,augmented_spelling
bhai aarish ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
bhi petrol khatam ki wajah se ek ghanta late honga,report_delay,abbreviated
boss baarish ki wajah se 20 min late honga,report_delay,augmented_spelling
ek ghanta late pahunchunga tyre puncture hai,report_delay,abbreviated
10 minute late pahunchunga baarish hai,report_delay,casual_hindi
kripya mujhe aane mein aadh ghanta lagenge,report_delay,augmented_spelling
late ho jaunga 5 min,report_delay,abbreviated
location samajh nahi aa raha,navigation_help,augmented_spelling
ek ghanta late pahunchunga traffic h,report_delay,abbreviated
bawa tyre puncture ki wjh se ek ghanta late honga,report_delay,abbreviated
order radd karna hai,order_issue,abbreviated
aadh ghanta late pahunchunga petrol khata mhai,report_delay,augmented_spelling
package damage ho gaya guru,order_issue,augmented_spelling
bhi bheed ki vjh se ek ghanta late honga,report_delay,abbreviated
ek ghanta late pahunchunga tyre puncture ai,report_delay,augmented_spelling
number not reachable ahi,customer_unavailable,augmented_spelling
ek ghanta late pahunchunga accident hai,report_delay,casual_hindi
ustad tyre puncture ki vjh se 15 mins late honga,report_delay,abbreviated
15m ins late pahunchunga accident hai,report_delay,augmented_spelling
boss acciden tki wajah se 5 min late honga,report_delay,augmented_spelling
bhai petrol khatam ki vjh se 10 minute late honga,report_delay,abbreviated
ustad baarish ki awjah se 5 min late honga,report_delay,augmented_spelling
ek ghanta late pahuncuhnga traffic hai,report_delay,augmented_spelling
ustad bheed ki vjh se ek ghanta late honga,report_delay,abbreviated
bhai tyre puncture ki wajah se ek ghanta lat honga,report_delay,augmented_spelling
ustad accident i wajah se aadh ghanta late honga,report_delay,augmented_spelling
15 mins late phaunchunga accident hai,report_delay,augmented_spelling
petrol khatam ke karan delay hoga,report_delay,abbreviated
15 mins late pahunchunga baarish hai,report_delay,augmented_spelling
boss petrol khatam ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
sir mujhe aane mein 10 minute lagenge,report_delay,abbreviated
late ho jaunga 15 mins,report_delay,abbreviated
ustad petrol khatam ki wajah se ek ghanta late honga,report_delay,casual_hindi
15 mins late pahunchunga tyre puncture h,report_delay,abbreviated
ek ghanta late pahunchunga tyre puncture h,report_delay,abbreviated
ustad bheed ki wajah se 5 min late honga,report_delay,casual_hindi
aadh ghanta late pahunchunga bheed hai,report_delay,abbreviated
10 minute late pahunchunga accident hai,report_delay,casual_hindi
boss traffic k wajah se 15 mins late honga,report_delay,augmented_spelling
ek ghanta late pahunchunga baarish ahi,report_delay,augmented_spelling
late ho jaunga aadh ghanta,report_delay,casual_hindi
15 mins late pahunchunga baarish h,report_delay,abbreviated
late ho jaunga 10 minute,report_delay,casual_hindi
aadh ghanta late pahunchunga traffic h,report_delay,abbreviated
pakage damage ho gaya,order_issue,augmented_spelling
aadh ghanta late pahunchunga traffic hai,report_delay,casual_hindi
bhai baarish ki wajah se 5 min late honga,report_delay,casual_hindi
15 mins late pahunchunga traffic hai,report_delay,augmented_spelling
sir mujhe aane mein 10 minute lagenge,report_delay,abbreviated
ustad order cancel kar do,order_issue,augmented_spelling
traffic ke karan delay hoga,report_delay,augmented_spelling
sir mujhe aane mein ek ghanta lagenge,report_delay,abbreviated
15 mins late pahunchunga baarish h,report_delay,abbreviated
guru baarish ki wajah se ek ghanta late honga,report_delay,abbreviated
late ho jaunga 20 min,report_delay,abbreviated
boss baarish ki wajah se aadh ghanta late honga,report_delay,augmented_spelling
gpsh ang ho gaya,navigation_help,augmented_spelling
item missing hai,order_issue,augmented_spelling
rasta dikhao boss,navigation_help,augmented_spelling
bhi next order ka add batao,get_address,abbreviated
yaar petrol khatam ki wjh se 20 min late honga,report_delay,abbreviated
bhaiya petrol khatam ki wajah se 15 mins late honga,report_delay,casual_hindi
5 min late pahunchunga petrol khatam hai,report_delay,casual_hindi
late ho jaunga aadh ghanta,report_delay,augmented_spelling
ltae ho jaunga 15 mins,report_delay,augmented_spelling
late ho jaunga ek ghanta,report_delay,abbreviated
bawa petrol khatam ki wajah se 20 min lateh onga,report_delay,augmented_spelling
15 mins late pahunchunga baarish hai,report_delay,augmented_spelling
rasta dikhao yaar,navigation_help,abbreviated
yaar tyre puncture ki wajah se 15 mins late honga,report_delay,casual_hindi
5 min late pahunchunga accident hai,report_delay,abbreviated
boss order cancel kar do,order_issue,casual_hindi
5 min late pahunchunga traffic h,report_delay,abbreviated
ek ghanta late pahunchunga accident hai,report_delay,augmented_spelling
15 mins late pahunchunga bheed h,report_delay,abbreviated
bhai traffic ki wajah se 15 mins late honga,report_delay,abbreviated
yaar accident ki wjh se ek ghanta late honga,report_delay,abbreviated
yaar baarish ki vjh se 15 mins late honga,report_delay,abbreviated
boss traffic ki vjh se aadh ghanta late honga,report_delay,abbreviated
5 min late pahunchunga traffic h,report_delay,abbreviated
bhaiya petrol khatam ki wajah se ek ghanta late honga,report_delay,abbreviated
sahi marg dikahyein,navigation_help,augmented_spelling
kripya parcel skhatigrast hai,order_issue,augmented_spelling
yaar tyre puncture ki vjh se 15 mins late honga,report_delay,abbreviated
accident ki wajah se 5 min late honga,report_delay,casual_hindi
20 min late pahunchunga bheed hai,report_delay,casual_hindi
ek ghanat late pahunchunga petrol khatam hai,report_delay,augmented_spelling
bhaiya traffic ki wajah se 10 minute late honga,report_delay,augmented_spelling
5 min late pahunchunga baarish h,report_delay,abbreviated
item missing h,order_issue,abbreviated
5 min late pahunchunga accident hai,report_delay,casual_hindi
bhaiya tyre puncture ki wjh se 15 mins late honga,report_delay,abbreviated
ustad petrol khatam ki wajah se 10 minute late honga,report_delay,augmented_spelling
kripa mujhe aane mein ek ghanta lagenge,report_delay,augmented_spelling
ustad tyre puncture ki wajah se 10 minute late honga,report_delay,augmented_spelling
bhaiya customr kidhar hai,get_address,augmented_spelling
location samajh nahi aa raha,navigation_help,augmented_spelling
20 min late pahunchunga tyre puncture hai,report_delay,augmented_spelling
bhai bheed ki wajah se aadh ghanta late honga,report_delay,casual_hindi
baarish ki vjh se 10 minute late honga,report_delay,abbreviated
15 mins late pahunchuna baarish hai,report_delay,augmented_spelling
yaar traffic ki wajahs e 5 min late honga,report_delay,augmented_spelling
5 min late pahnchunga bheed hai,report_delay,augmented_spelling
aadh ghanta late pahunchunga accident hai,report_delay,casual_hindi
bh traffic ki vjh se aadh ghanta late honga,report_delay,abbreviated
yaar traffic ki wajah se aadh ghanta late hogna,report_delay,augmented_spelling
customer mil nhi rha,customer_unavailable,abbreviated
number not reachable h,customer_unavailable,abbreviated
petrol khatam e karan delay hoga,report_delay,augmented_spelling
5 min late pahunchuga bheed hai,report_delay,augmented_spelling
bhaiya petrol khatam ki wajah se 5 min late honga,report_delay,casual_hindi
bhai accident ki wajah se 5 min late honga,report_delay,augmented_spelling
bhai bheed ki wajah se 15 mins late honga,report_delay,casual_hindi
bhaiya accident ki wajah se 20 min late honga,report_delay,abbreviated
late ho jaunga 20 min,report_delay,abbreviated
bhai customer phone nahi utha raha,customer_unavailable,augmented_spelling
15 mins late pahunchnga petrol khatam hai,report_delay,augmented_spelling
bawa traffic ki vjh se 15 mins late honga,report_delay,abbreviated
5 min late pahunchunga tyre puncture hai,report_delay,abbreviated
yaar baarish ki wajah se 20 min late honga,report_delay,casual_hindi
bhai petrol khatam ki wajah se ek ghanta late honga,report_delay,augmented_spelling
bhai tyre puncture ki wajah se 10 minute late honga,report_delay,casual_hindi
20 min late pahunchunga tyre puncture hai,report_delay,augmented_spelling
traffic ki vjh se 15 mins late honga,report_delay,abbreviated
yaar accident ki wjh se ek ghanta late honga,report_delay,abbreviated
